lon,lat,lab_km
143.1506,-41.9417,74.34
143.4004,-41.9417,72.94
143.6502,-41.9417,71.82
143.9001,-41.9417,70.89
144.1499,-41.9417,70.05
144.3997,-41.9417,69.18
144.6495,-41.9417,68.20
144.8994,-41.9417,67.02
145.1492,-41.9417,65.65
145.3990,-41.9417,64.17
145.6489,-41.9417,62.76
145.8987,-41.9417,61.58
146.1485,-41.9417,60.83
146.3983,-41.9417,60.65
146.6482,-41.9417,61.20
146.8980,-41.9417,62.55
147.1478,-41.9417,64.72
147.3976,-41.9417,67.61
147.6475,-41.9417,71.02
147.8973,-41.9417,74.79
148.1471,-41.9417,78.72
148.3969,-41.9417,82.70
148.6468,-41.9417,86.64
148.8966,-41.9417,90.48
149.1464,-41.9417,94.17
149.3963,-41.9417,97.60
149.6461,-41.9417,100.66
149.8959,-41.9417,103.29
150.1457,-41.9417,105.43
150.3956,-41.9417,107.09
150.6454,-41.9417,108.31
150.8952,-41.9417,109.12
151.1450,-41.9417,109.58
151.3949,-41.9417,109.78
151.6447,-41.9417,109.76
151.8945,-41.9417,109.59
152.1443,-41.9417,109.33
152.3942,-41.9417,109.02
152.6440,-41.9417,108.68
152.8938,-41.9417,108.36
153.1437,-41.9417,108.05
153.3935,-41.9417,107.76
153.6433,-41.9417,107.50
153.8931,-41.9417,107.24
154.1430,-41.9417,106.99
154.3928,-41.9417,106.71
154.6426,-41.9417,106.40
154.8924,-41.9417,106.04
155.1423,-41.9417,105.62
155.3921,-41.9417,105.16
155.6419,-41.9417,104.67
155.8917,-41.9417,104.20
110.1735,-41.6921,76.33
110.4233,-41.6921,76.37
110.6731,-41.6921,76.43
110.9230,-41.6921,76.55
111.1728,-41.6921,76.74
111.4226,-41.6921,76.99
111.6724,-41.6921,77.27
111.9223,-41.6921,77.57
112.1721,-41.6921,77.86
112.4219,-41.6921,78.15
112.6718,-41.6921,78.43
112.9216,-41.6921,78.72
113.1714,-41.6921,79.02
113.4212,-41.6921,79.31
113.6711,-41.6921,79.57
113.9209,-41.6921,79.80
114.1707,-41.6921,79.99
114.4205,-41.6921,80.14
114.6704,-41.6921,80.25
114.9202,-41.6921,80.33
115.1700,-41.6921,80.39
115.4198,-41.6921,80.41
115.6697,-41.6921,80.41
115.9195,-41.6921,80.37
116.1693,-41.6921,80.29
116.4192,-41.6921,80.16
116.6690,-41.6921,80.00
116.9188,-41.6921,79.79
117.1686,-41.6921,79.54
117.4185,-41.6921,79.28
117.6683,-41.6921,79.00
117.9181,-41.6921,78.72
118.1679,-41.6921,78.46
118.4178,-41.6921,78.24
118.6676,-41.6921,78.06
118.9174,-41.6921,77.95
119.1672,-41.6921,77.91
119.4171,-41.6921,77.94
119.6669,-41.6921,78.02
119.9167,-41.6921,78.14
120.1666,-41.6921,78.28
120.4164,-41.6921,78.44
120.6662,-41.6921,78.60
120.9160,-41.6921,78.74
121.1659,-41.6921,78.84
121.4157,-41.6921,78.93
121.6655,-41.6921,79.00
121.9153,-41.6921,79.07
122.1652,-41.6921,79.14
122.4150,-41.6921,79.20
122.6648,-41.6921,79.25
122.9146,-41.6921,79.26
123.1645,-41.6921,79.24
123.4143,-41.6921,79.19
123.6641,-41.6921,79.12
123.9139,-41.6921,79.04
124.1638,-41.6921,78.95
124.4136,-41.6921,78.86
124.6634,-41.6921,78.77
124.9133,-41.6921,78.67
125.1631,-41.6921,78.57
125.4129,-41.6921,78.46
125.6627,-41.6921,78.33
125.9126,-41.6921,78.20
126.1624,-41.6921,78.05
126.4122,-41.6921,77.88
126.6620,-41.6921,77.69
126.9119,-41.6921,77.48
127.1617,-41.6921,77.25
127.4115,-41.6921,77.01
127.6613,-41.6921,76.77
127.9112,-41.6921,76.55
128.1610,-41.6921,76.35
128.4108,-41.6921,76.21
128.6607,-41.6921,76.13
128.9105,-41.6921,76.15
129.1603,-41.6921,76.27
129.4101,-41.6921,76.48
129.6600,-41.6921,76.77
129.9098,-41.6921,77.11
130.1596,-41.6921,77.49
130.4094,-41.6921,77.89
130.6593,-41.6921,78.30
130.9091,-41.6921,78.70
131.1589,-41.6921,79.08
131.4087,-41.6921,79.46
131.6586,-41.6921,79.83
131.9084,-41.6921,80.21
132.1582,-41.6921,80.60
132.4080,-41.6921,80.99
132.6579,-41.6921,81.38
132.9077,-41.6921,81.74
133.1575,-41.6921,82.07
133.4074,-41.6921,82.37
133.6572,-41.6921,82.64
133.9070,-41.6921,82.90
134.1568,-41.6921,83.12
134.4067,-41.6921,83.32
134.6565,-41.6921,83.46
134.9063,-41.6921,83.55
135.1561,-41.6921,83.58
135.4060,-41.6921,83.58
135.6558,-41.6921,83.58
135.9056,-41.6921,83.63
136.1554,-41.6921,83.75
136.4053,-41.6921,83.95
136.6551,-41.6921,84.24
136.9049,-41.6921,84.60
137.1548,-41.6921,85.03
137.4046,-41.6921,85.51
137.6544,-41.6921,86.06
137.9042,-41.6921,86.67
138.1541,-41.6921,87.35
138.4039,-41.6921,88.11
138.6537,-41.6921,89.01
138.9035,-41.6921,90.10
139.1534,-41.6921,91.40
139.4032,-41.6921,92.84
139.6530,-41.6921,94.30
139.9028,-41.6921,95.63
140.1527,-41.6921,96.70
140.4025,-41.6921,97.32
140.6523,-41.6921,97.25
140.9022,-41.6921,96.21
141.1520,-41.6921,94.06
141.4018,-41.6921,91.00
141.6516,-41.6921,87.36
141.9015,-41.6921,83.45
142.1513,-41.6921,79.53
142.4011,-41.6921,75.86
142.6509,-41.6921,72.69
142.9008,-41.6921,70.30
143.1506,-41.6921,68.86
143.4004,-41.6921,68.21
143.6502,-41.6921,68.08
143.9001,-41.6921,68.26
144.1499,-41.6921,68.52
144.3997,-41.6921,68.69
144.6495,-41.6921,68.55
144.8994,-41.6921,67.91
145.1492,-41.6921,66.66
145.3990,-41.6921,65.02
145.6489,-41.6921,63.28
145.8987,-41.6921,61.75
146.1485,-41.6921,60.68
146.3983,-41.6921,60.30
146.6482,-41.6921,60.81
146.8980,-41.6921,62.41
147.1478,-41.6921,65.16
147.3976,-41.6921,68.89
147.6475,-41.6921,73.36
147.8973,-41.6921,78.28
148.1471,-41.6921,83.42
148.3969,-41.6921,88.50
148.6468,-41.6921,93.26
148.8966,-41.6921,97.39
149.1464,-41.6921,100.68
149.3963,-41.6921,103.18
149.6461,-41.6921,105.03
149.8959,-41.6921,106.32
150.1457,-41.6921,107.15
150.3956,-41.6921,107.62
150.6454,-41.6921,107.85
150.8952,-41.6921,107.97
151.1450,-41.6921,108.13
151.3949,-41.6921,108.30
151.6447,-41.6921,108.44
151.8945,-41.6921,108.53
152.1443,-41.6921,108.56
152.3942,-41.6921,108.54
152.6440,-41.6921,108.47
152.8938,-41.6921,108.36
153.1437,-41.6921,108.20
153.3935,-41.6921,108.00
153.6433,-41.6921,107.79
153.8931,-41.6921,107.56
154.1430,-41.6921,107.31
154.3928,-41.6921,107.03
154.6426,-41.6921,106.70
154.8924,-41.6921,106.32
155.1423,-41.6921,105.87
155.3921,-41.6921,105.38
155.6419,-41.6921,104.87
155.8917,-41.6921,104.36
110.1735,-41.4424,77.52
110.4233,-41.4424,77.53
110.6731,-41.4424,77.56
110.9230,-41.4424,77.66
111.1728,-41.4424,77.88
111.4226,-41.4424,78.17
111.6724,-41.4424,78.48
111.9223,-41.4424,78.80
112.1721,-41.4424,79.09
112.4219,-41.4424,79.35
112.6718,-41.4424,79.60
112.9216,-41.4424,79.86
113.1714,-41.4424,80.14
113.4212,-41.4424,80.43
113.6711,-41.4424,80.69
113.9209,-41.4424,80.91
114.1707,-41.4424,81.07
114.4205,-41.4424,81.19
114.6704,-41.4424,81.27
114.9202,-41.4424,81.33
115.1700,-41.4424,81.39
115.4198,-41.4424,81.43
115.6697,-41.4424,81.45
115.9195,-41.4424,81.42
116.1693,-41.4424,81.36
116.4192,-41.4424,81.25
116.6690,-41.4424,81.09
116.9188,-41.4424,80.89
117.1686,-41.4424,80.66
117.4185,-41.4424,80.39
117.6683,-41.4424,80.11
117.9181,-41.4424,79.83
118.1679,-41.4424,79.55
118.4178,-41.4424,79.30
118.6676,-41.4424,79.10
118.9174,-41.4424,78.97
119.1672,-41.4424,78.95
119.4171,-41.4424,79.00
119.6669,-41.4424,79.11
119.9167,-41.4424,79.26
120.1666,-41.4424,79.43
120.4164,-41.4424,79.61
120.6662,-41.4424,79.77
120.9160,-41.4424,79.91
121.1659,-41.4424,79.98
121.4157,-41.4424,80.03
121.6655,-41.4424,80.05
121.9153,-41.4424,80.07
122.1652,-41.4424,80.09
122.4150,-41.4424,80.12
122.6648,-41.4424,80.13
122.9146,-41.4424,80.11
123.1645,-41.4424,80.06
123.4143,-41.4424,79.98
123.6641,-41.4424,79.88
123.9139,-41.4424,79.78
124.1638,-41.4424,79.68
124.4136,-41.4424,79.58
124.6634,-41.4424,79.49
124.9133,-41.4424,79.41
125.1631,-41.4424,79.37
125.4129,-41.4424,79.34
125.6627,-41.4424,79.31
125.9126,-41.4424,79.26
126.1624,-41.4424,79.18
126.4122,-41.4424,79.08
126.6620,-41.4424,78.94
126.9119,-41.4424,78.78
127.1617,-41.4424,78.58
127.4115,-41.4424,78.35
127.6613,-41.4424,78.12
127.9112,-41.4424,77.88
128.1610,-41.4424,77.65
128.4108,-41.4424,77.46
128.6607,-41.4424,77.32
128.9105,-41.4424,77.28
129.1603,-41.4424,77.35
129.4101,-41.4424,77.52
129.6600,-41.4424,77.75
129.9098,-41.4424,78.04
130.1596,-41.4424,78.37
130.4094,-41.4424,78.72
130.6593,-41.4424,79.09
130.9091,-41.4424,79.46
131.1589,-41.4424,79.82
131.4087,-41.4424,80.19
131.6586,-41.4424,80.56
131.9084,-41.4424,80.96
132.1582,-41.4424,81.38
132.4080,-41.4424,81.81
132.6579,-41.4424,82.23
132.9077,-41.4424,82.62
133.1575,-41.4424,82.95
133.4074,-41.4424,83.25
133.6572,-41.4424,83.52
133.9070,-41.4424,83.77
134.1568,-41.4424,84.01
134.4067,-41.4424,84.22
134.6565,-41.4424,84.38
134.9063,-41.4424,84.48
135.1561,-41.4424,84.49
135.4060,-41.4424,84.46
135.6558,-41.4424,84.45
135.9056,-41.4424,84.49
136.1554,-41.4424,84.61
136.4053,-41.4424,84.82
136.6551,-41.4424,85.12
136.9049,-41.4424,85.48
137.1548,-41.4424,85.84
137.4046,-41.4424,86.23
137.6544,-41.4424,86.65
137.9042,-41.4424,87.12
138.1541,-41.4424,87.63
138.4039,-41.4424,88.21
138.6537,-41.4424,88.94
138.9035,-41.4424,89.92
139.1534,-41.4424,91.26
139.4032,-41.4424,92.83
139.6530,-41.4424,94.45
139.9028,-41.4424,95.97
140.1527,-41.4424,97.25
140.4025,-41.4424,98.08
140.6523,-41.4424,98.11
140.9022,-41.4424,96.90
141.1520,-41.4424,94.04
141.4018,-41.4424,89.98
141.6516,-41.4424,85.27
141.9015,-41.4424,80.29
142.1513,-41.4424,75.36
142.4011,-41.4424,70.77
142.6509,-41.4424,66.91
142.9008,-41.4424,64.25
143.1506,-41.4424,63.20
143.4004,-41.4424,63.36
143.6502,-41.4424,64.23
143.9001,-41.4424,65.45
144.1499,-41.4424,66.78
144.3997,-41.4424,67.95
144.6495,-41.4424,68.69
144.8994,-41.4424,68.61
145.1492,-41.4424,67.42
145.3990,-41.4424,65.55
145.6489,-41.4424,63.49
145.8987,-41.4424,61.63
146.1485,-41.4424,60.28
146.3983,-41.4424,59.72
146.6482,-41.4424,60.22
146.8980,-41.4424,62.07
147.1478,-41.4424,65.48
147.3976,-41.4424,70.15
147.6475,-41.4424,75.72
147.8973,-41.4424,81.82
148.1471,-41.4424,88.15
148.3969,-41.4424,94.35
148.6468,-41.4424,99.97
148.8966,-41.4424,104.47
149.1464,-41.4424,107.32
149.3963,-41.4424,108.88
149.6461,-41.4424,109.53
149.8959,-41.4424,109.53
150.1457,-41.4424,109.10
150.3956,-41.4424,108.38
150.6454,-41.4424,107.59
150.8952,-41.4424,107.00
151.1450,-41.4424,106.85
151.3949,-41.4424,106.99
151.6447,-41.4424,107.26
151.8945,-41.4424,107.57
152.1443,-41.4424,107.85
152.3942,-41.4424,108.08
152.6440,-41.4424,108.25
152.8938,-41.4424,108.33
153.1437,-41.4424,108.30
153.3935,-41.4424,108.19
153.6433,-41.4424,108.02
153.8931,-41.4424,107.81
154.1430,-41.4424,107.57
154.3928,-41.4424,107.29
154.6426,-41.4424,106.96
154.8924,-41.4424,106.56
155.1423,-41.4424,106.08
155.3921,-41.4424,105.56
155.6419,-41.4424,105.01
155.8917,-41.4424,104.47
110.1735,-41.1928,78.83
110.4233,-41.1928,78.81
110.6731,-41.1928,78.79
110.9230,-41.1928,78.85
111.1728,-41.1928,79.10
111.4226,-41.1928,79.44
111.6724,-41.1928,79.79
111.9223,-41.1928,80.11
112.1721,-41.1928,80.40
112.4219,-41.1928,80.64
112.6718,-41.1928,80.84
112.9216,-41.1928,81.05
113.1714,-41.1928,81.34
113.4212,-41.1928,81.63
113.6711,-41.1928,81.87
113.9209,-41.1928,82.06
114.1707,-41.1928,82.19
114.4205,-41.1928,82.28
114.6704,-41.1928,82.32
114.9202,-41.1928,82.36
115.1700,-41.1928,82.42
115.4198,-41.1928,82.47
115.6697,-41.1928,82.50
115.9195,-41.1928,82.49
116.1693,-41.1928,82.44
116.4192,-41.1928,82.34
116.6690,-41.1928,82.19
116.9188,-41.1928,82.00
117.1686,-41.1928,81.78
117.4185,-41.1928,81.52
117.6683,-41.1928,81.23
117.9181,-41.1928,80.94
118.1679,-41.1928,80.64
118.4178,-41.1928,80.36
118.6676,-41.1928,80.13
118.9174,-41.1928,79.99
119.1672,-41.1928,79.97
119.4171,-41.1928,80.05
119.6669,-41.1928,80.18
119.9167,-41.1928,80.34
120.1666,-41.1928,80.53
120.4164,-41.1928,80.71
120.6662,-41.1928,80.88
120.9160,-41.1928,81.01
121.1659,-41.1928,81.05
121.4157,-41.1928,81.03
121.6655,-41.1928,81.01
121.9153,-41.1928,80.97
122.1652,-41.1928,80.95
122.4150,-41.1928,80.93
122.6648,-41.1928,80.92
122.9146,-41.1928,80.88
123.1645,-41.1928,80.79
123.4143,-41.1928,80.68
123.6641,-41.1928,80.57
123.9139,-41.1928,80.46
124.1638,-41.1928,80.36
124.4136,-41.1928,80.26
124.6634,-41.1928,80.18
124.9133,-41.1928,80.13
125.1631,-41.1928,80.16
125.4129,-41.1928,80.22
125.6627,-41.1928,80.27
125.9126,-41.1928,80.30
126.1624,-41.1928,80.30
126.4122,-41.1928,80.27
126.6620,-41.1928,80.19
126.9119,-41.1928,80.07
127.1617,-41.1928,79.91
127.4115,-41.1928,79.70
127.6613,-41.1928,79.47
127.9112,-41.1928,79.22
128.1610,-41.1928,78.97
128.4108,-41.1928,78.73
128.6607,-41.1928,78.53
128.9105,-41.1928,78.42
129.1603,-41.1928,78.45
129.4101,-41.1928,78.57
129.6600,-41.1928,78.75
129.9098,-41.1928,78.98
130.1596,-41.1928,79.24
130.4094,-41.1928,79.53
130.6593,-41.1928,79.85
130.9091,-41.1928,80.17
131.1589,-41.1928,80.50
131.4087,-41.1928,80.83
131.6586,-41.1928,81.19
131.9084,-41.1928,81.59
132.1582,-41.1928,82.03
132.4080,-41.1928,82.48
132.6579,-41.1928,82.94
132.9077,-41.1928,83.37
133.1575,-41.1928,83.69
133.4074,-41.1928,83.98
133.6572,-41.1928,84.24
133.9070,-41.1928,84.50
134.1568,-41.1928,84.74
134.4067,-41.1928,84.97
134.6565,-41.1928,85.15
134.9063,-41.1928,85.26
135.1561,-41.1928,85.24
135.4060,-41.1928,85.17
135.6558,-41.1928,85.13
135.9056,-41.1928,85.15
136.1554,-41.1928,85.27
136.4053,-41.1928,85.50
136.6551,-41.1928,85.83
136.9049,-41.1928,86.20
137.1548,-41.1928,86.52
137.4046,-41.1928,86.84
137.6544,-41.1928,87.18
137.9042,-41.1928,87.55
138.1541,-41.1928,87.92
138.4039,-41.1928,88.31
138.6537,-41.1928,88.80
138.9035,-41.1928,89.57
139.1534,-41.1928,90.89
139.4032,-41.1928,92.47
139.6530,-41.1928,94.09
139.9028,-41.1928,95.62
140.1527,-41.1928,96.95
140.4025,-41.1928,97.87
140.6523,-41.1928,98.05
140.9022,-41.1928,96.82
141.1520,-41.1928,93.16
141.4018,-41.1928,88.16
141.6516,-41.1928,82.55
141.9015,-41.1928,76.75
142.1513,-41.1928,71.06
142.4011,-41.1928,65.76
142.6509,-41.1928,61.26
142.9008,-41.1928,58.26
143.1506,-41.1928,57.77
143.4004,-41.1928,58.76
143.6502,-41.1928,60.50
143.9001,-41.1928,62.60
144.1499,-41.1928,64.79
144.3997,-41.1928,66.82
144.6495,-41.1928,68.39
144.8994,-41.1928,68.93
145.1492,-41.1928,67.66
145.3990,-41.1928,65.51
145.6489,-41.1928,63.17
145.8987,-41.1928,61.09
146.1485,-41.1928,59.57
146.3983,-41.1928,58.91
146.6482,-41.1928,59.41
146.8980,-41.1928,61.47
147.1478,-41.1928,65.64
147.3976,-41.1928,71.28
147.6475,-41.1928,77.88
147.8973,-41.1928,85.07
148.1471,-41.1928,92.48
148.3969,-41.1928,99.72
148.6468,-41.1928,106.25
148.8966,-41.1928,111.24
149.1464,-41.1928,113.56
149.3963,-41.1928,114.18
149.6461,-41.1928,113.75
149.8959,-41.1928,112.64
150.1457,-41.1928,111.09
150.3956,-41.1928,109.30
150.6454,-41.1928,107.55
150.8952,-41.1928,106.21
151.1450,-41.1928,105.83
151.3949,-41.1928,105.97
151.6447,-41.1928,106.34
151.8945,-41.1928,106.79
152.1443,-41.1928,107.26
152.3942,-41.1928,107.69
152.6440,-41.1928,108.06
152.8938,-41.1928,108.31
153.1437,-41.1928,108.37
153.3935,-41.1928,108.31
153.6433,-41.1928,108.18
153.8931,-41.1928,108.00
154.1430,-41.1928,107.77
154.3928,-41.1928,107.49
154.6426,-41.1928,107.16
154.8924,-41.1928,106.75
155.1423,-41.1928,106.25
155.3921,-41.1928,105.69
155.6419,-41.1928,105.11
155.8917,-41.1928,104.54
110.1735,-40.9431,80.32
110.4233,-40.9431,80.26
110.6731,-40.9431,80.20
110.9230,-40.9431,80.20
111.1728,-40.9431,80.49
111.4226,-40.9431,80.86
111.6724,-40.9431,81.22
111.9223,-40.9431,81.55
112.1721,-40.9431,81.83
112.4219,-40.9431,82.05
112.6718,-40.9431,82.21
112.9216,-40.9431,82.36
113.1714,-40.9431,82.66
113.4212,-40.9431,82.93
113.6711,-40.9431,83.15
113.9209,-40.9431,83.30
114.1707,-40.9431,83.39
114.4205,-40.9431,83.42
114.6704,-40.9431,83.43
114.9202,-40.9431,83.43
115.1700,-40.9431,83.50
115.4198,-40.9431,83.56
115.6697,-40.9431,83.60
115.9195,-40.9431,83.60
116.1693,-40.9431,83.56
116.4192,-40.9431,83.48
116.6690,-40.9431,83.34
116.9188,-40.9431,83.15
117.1686,-40.9431,82.93
117.4185,-40.9431,82.68
117.6683,-40.9431,82.39
117.9181,-40.9431,82.08
118.1679,-40.9431,81.78
118.4178,-40.9431,81.48
118.6676,-40.9431,81.22
118.9174,-40.9431,81.04
119.1672,-40.9431,81.04
119.4171,-40.9431,81.12
119.6669,-40.9431,81.25
119.9167,-40.9431,81.42
120.1666,-40.9431,81.59
120.4164,-40.9431,81.77
120.6662,-40.9431,81.93
120.9160,-40.9431,82.05
121.1659,-40.9431,82.02
121.4157,-40.9431,81.96
121.6655,-40.9431,81.88
121.9153,-40.9431,81.79
122.1652,-40.9431,81.72
122.4150,-40.9431,81.66
122.6648,-40.9431,81.62
122.9146,-40.9431,81.57
123.1645,-40.9431,81.45
123.4143,-40.9431,81.33
123.6641,-40.9431,81.21
123.9139,-40.9431,81.11
124.1638,-40.9431,81.03
124.4136,-40.9431,80.95
124.6634,-40.9431,80.89
124.9133,-40.9431,80.88
125.1631,-40.9431,80.99
125.4129,-40.9431,81.12
125.6627,-40.9431,81.25
125.9126,-40.9431,81.36
126.1624,-40.9431,81.44
126.4122,-40.9431,81.47
126.6620,-40.9431,81.45
126.9119,-40.9431,81.38
127.1617,-40.9431,81.25
127.4115,-40.9431,81.07
127.6613,-40.9431,80.86
127.9112,-40.9431,80.61
128.1610,-40.9431,80.34
128.4108,-40.9431,80.07
128.6607,-40.9431,79.82
128.9105,-40.9431,79.63
129.1603,-40.9431,79.62
129.4101,-40.9431,79.68
129.6600,-40.9431,79.79
129.9098,-40.9431,79.93
130.1596,-40.9431,80.11
130.4094,-40.9431,80.32
130.6593,-40.9431,80.56
130.9091,-40.9431,80.83
131.1589,-40.9431,81.09
131.4087,-40.9431,81.39
131.6586,-40.9431,81.73
131.9084,-40.9431,82.11
132.1582,-40.9431,82.55
132.4080,-40.9431,83.01
132.6579,-40.9431,83.49
132.9077,-40.9431,83.95
133.1575,-40.9431,84.25
133.4074,-40.9431,84.53
133.6572,-40.9431,84.79
133.9070,-40.9431,85.05
134.1568,-40.9431,85.30
134.4067,-40.9431,85.54
134.6565,-40.9431,85.73
134.9063,-40.9431,85.86
135.1561,-40.9431,85.79
135.4060,-40.9431,85.68
135.6558,-40.9431,85.60
135.9056,-40.9431,85.59
136.1554,-40.9431,85.69
136.4053,-40.9431,85.93
136.6551,-40.9431,86.29
136.9049,-40.9431,86.73
137.1548,-40.9431,87.02
137.4046,-40.9431,87.33
137.6544,-40.9431,87.67
137.9042,-40.9431,88.00
138.1541,-40.9431,88.31
138.4039,-40.9431,88.56
138.6537,-40.9431,88.82
138.9035,-40.9431,89.23
139.1534,-40.9431,90.47
139.4032,-40.9431,91.86
139.6530,-40.9431,93.21
139.9028,-40.9431,94.45
140.1527,-40.9431,95.51
140.4025,-40.9431,96.24
140.6523,-40.9431,96.39
140.9022,-40.9431,95.33
141.1520,-40.9431,90.81
141.4018,-40.9431,85.14
141.6516,-40.9431,79.04
141.9015,-40.9431,72.88
142.1513,-40.9431,66.89
142.4011,-40.9431,61.30
142.6509,-40.9431,56.46
142.9008,-40.9431,53.04
143.1506,-40.9431,53.28
143.4004,-40.9431,54.91
143.6502,-40.9431,57.19
143.9001,-40.9431,59.80
144.1499,-40.9431,62.48
144.3997,-40.9431,65.04
144.6495,-40.9431,67.19
144.8994,-40.9431,68.40
145.1492,-40.9431,66.86
145.3990,-40.9431,64.54
145.6489,-40.9431,62.13
145.8987,-40.9431,60.03
146.1485,-40.9431,58.56
146.3983,-40.9431,57.98
146.6482,-40.9431,58.59
146.8980,-40.9431,60.80
147.1478,-40.9431,65.79
147.3976,-40.9431,72.27
147.6475,-40.9431,79.72
147.8973,-40.9431,87.76
148.1471,-40.9431,95.99
148.3969,-40.9431,104.00
148.6468,-40.9431,111.27
148.8966,-40.9431,116.93
149.1464,-40.9431,118.59
149.3963,-40.9431,118.49
149.6461,-40.9431,117.30
149.8959,-40.9431,115.38
150.1457,-40.9431,113.01
150.3956,-40.9431,110.42
150.6454,-40.9431,107.87
150.8952,-40.9431,105.80
151.1450,-40.9431,105.31
151.3949,-40.9431,105.41
151.6447,-40.9431,105.77
151.8945,-40.9431,106.28
152.1443,-40.9431,106.83
152.3942,-40.9431,107.38
152.6440,-40.9431,107.88
152.8938,-40.9431,108.27
153.1437,-40.9431,108.38
153.3935,-40.9431,108.37
153.6433,-40.9431,108.28
153.8931,-40.9431,108.11
154.1430,-40.9431,107.89
154.3928,-40.9431,107.62
154.6426,-40.9431,107.28
154.8924,-40.9431,106.88
155.1423,-40.9431,106.35
155.3921,-40.9431,105.76
155.6419,-40.9431,105.16
155.8917,-40.9431,104.56
110.1735,-40.6935,81.99
110.4233,-40.6935,81.93
110.6731,-40.6935,81.88
110.9230,-40.6935,81.91
111.1728,-40.6935,82.14
111.4226,-40.6935,82.46
111.6724,-40.6935,82.79
111.9223,-40.6935,83.11
112.1721,-40.6935,83.38
112.4219,-40.6935,83.61
112.6718,-40.6935,83.78
112.9216,-40.6935,83.95
113.1714,-40.6935,84.17
113.4212,-40.6935,84.37
113.6711,-40.6935,84.52
113.9209,-40.6935,84.61
114.1707,-40.6935,84.65
114.4205,-40.6935,84.65
114.6704,-40.6935,84.63
114.9202,-40.6935,84.62
115.1700,-40.6935,84.66
115.4198,-40.6935,84.71
115.6697,-40.6935,84.75
115.9195,-40.6935,84.77
116.1693,-40.6935,84.74
116.4192,-40.6935,84.67
116.6690,-40.6935,84.54
116.9188,-40.6935,84.37
117.1686,-40.6935,84.15
117.4185,-40.6935,83.90
117.6683,-40.6935,83.61
117.9181,-40.6935,83.30
118.1679,-40.6935,82.98
118.4178,-40.6935,82.68
118.6676,-40.6935,82.43
118.9174,-40.6935,82.26
119.1672,-40.6935,82.22
119.4171,-40.6935,82.27
119.6669,-40.6935,82.37
119.9167,-40.6935,82.50
120.1666,-40.6935,82.65
120.4164,-40.6935,82.78
120.6662,-40.6935,82.90
120.9160,-40.6935,82.95
121.1659,-40.6935,82.91
121.4157,-40.6935,82.81
121.6655,-40.6935,82.68
121.9153,-40.6935,82.55
122.1652,-40.6935,82.43
122.4150,-40.6935,82.32
122.6648,-40.6935,82.23
122.9146,-40.6935,82.14
123.1645,-40.6935,82.03
123.4143,-40.6935,81.92
123.6641,-40.6935,81.84
123.9139,-40.6935,81.77
124.1638,-40.6935,81.73
124.4136,-40.6935,81.70
124.6634,-40.6935,81.71
124.9133,-40.6935,81.77
125.1631,-40.6935,81.91
125.4129,-40.6935,82.10
125.6627,-40.6935,82.29
125.9126,-40.6935,82.46
126.1624,-40.6935,82.60
126.4122,-40.6935,82.69
126.6620,-40.6935,82.73
126.9119,-40.6935,82.71
127.1617,-40.6935,82.62
127.4115,-40.6935,82.48
127.6613,-40.6935,82.28
127.9112,-40.6935,82.04
128.1610,-40.6935,81.78
128.4108,-40.6935,81.50
128.6607,-40.6935,81.23
128.9105,-40.6935,81.02
129.1603,-40.6935,80.92
129.4101,-40.6935,80.88
129.6600,-40.6935,80.89
129.9098,-40.6935,80.92
130.1596,-40.6935,80.99
130.4094,-40.6935,81.09
130.6593,-40.6935,81.23
130.9091,-40.6935,81.41
131.1589,-40.6935,81.61
131.4087,-40.6935,81.86
131.6586,-40.6935,82.17
131.9084,-40.6935,82.53
132.1582,-40.6935,82.94
132.4080,-40.6935,83.38
132.6579,-40.6935,83.83
132.9077,-40.6935,84.26
133.1575,-40.6935,84.59
133.4074,-40.6935,84.88
133.6572,-40.6935,85.15
133.9070,-40.6935,85.42
134.1568,-40.6935,85.68
134.4067,-40.6935,85.90
134.6565,-40.6935,86.08
134.9063,-40.6935,86.16
135.1561,-40.6935,86.09
135.4060,-40.6935,85.97
135.6558,-40.6935,85.85
135.9056,-40.6935,85.81
136.1554,-40.6935,85.88
136.4053,-40.6935,86.08
136.6551,-40.6935,86.43
136.9049,-40.6935,86.86
137.1548,-40.6935,87.26
137.4046,-40.6935,87.68
137.6544,-40.6935,88.12
137.9042,-40.6935,88.53
138.1541,-40.6935,88.87
138.4039,-40.6935,89.12
138.6537,-40.6935,89.32
138.9035,-40.6935,89.62
139.1534,-40.6935,90.32
139.4032,-40.6935,91.12
139.6530,-40.6935,91.85
139.9028,-40.6935,92.43
140.1527,-40.6935,92.79
140.4025,-40.6935,92.79
140.6523,-40.6935,92.14
140.9022,-40.6935,90.20
141.1520,-40.6935,85.97
141.4018,-40.6935,80.56
141.6516,-40.6935,74.68
141.9015,-40.6935,68.75
142.1513,-40.6935,63.06
142.4011,-40.6935,57.88
142.6509,-40.6935,53.60
142.9008,-40.6935,50.91
143.1506,-40.6935,50.83
143.4004,-40.6935,52.28
143.6502,-40.6935,54.53
143.9001,-40.6935,57.14
144.1499,-40.6935,59.83
144.3997,-40.6935,62.33
144.6495,-40.6935,64.30
144.8994,-40.6935,65.20
145.1492,-40.6935,64.22
145.3990,-40.6935,62.33
145.6489,-40.6935,60.24
145.8987,-40.6935,58.43
