lon,lat,moho_km
139.00,-26.50,38.84
139.25,-26.50,39.22
139.50,-26.50,39.31
139.75,-26.50,39.16
140.00,-26.50,38.67
140.25,-26.50,37.53
140.50,-26.50,35.82
140.75,-26.50,35.54
141.00,-26.50,36.03
141.25,-26.50,36.28
141.50,-26.50,36.31
141.75,-26.50,36.24
142.00,-26.50,36.21
142.25,-26.50,36.28
142.50,-26.50,36.45
142.75,-26.50,36.85
143.00,-26.50,37.09
143.25,-26.50,37.36
143.50,-26.50,37.94
143.75,-26.50,38.53
144.00,-26.50,38.94
144.25,-26.50,39.34
144.50,-26.50,39.57
144.75,-26.50,39.44
145.00,-26.50,39.51
145.25,-26.50,39.97
145.50,-26.50,40.29
145.75,-26.50,41.07
146.00,-26.50,41.57
146.25,-26.50,41.52
146.50,-26.50,40.93
146.75,-26.50,40.36
147.00,-26.50,40.06
147.25,-26.50,40.18
147.50,-26.50,40.28
147.75,-26.50,40.04
148.00,-26.50,39.57
148.25,-26.50,39.04
148.50,-26.50,38.60
148.75,-26.50,37.90
149.00,-26.50,37.25
149.25,-26.50,36.77
149.50,-26.50,36.63
149.75,-26.50,35.86
150.00,-26.50,35.60
150.25,-26.50,35.85
150.50,-26.50,36.88
150.75,-26.50,36.48
151.00,-26.50,36.35
151.25,-26.50,35.92
151.50,-26.50,35.32
151.75,-26.50,34.82
152.00,-26.50,34.55
152.25,-26.50,34.44
152.50,-26.50,34.34
152.75,-26.50,34.18
153.00,-26.50,33.90
153.25,-26.50,33.35
153.50,-26.50,32.07
153.75,-26.50,29.25
154.00,-26.50,24.73
154.25,-26.50,20.68
154.50,-26.50,18.10
154.75,-26.50,16.23
155.00,-26.50,14.57
155.25,-26.50,13.02
155.50,-26.50,11.97
155.75,-26.50,11.59
110.25,-26.25,13.81
110.50,-26.25,14.83
110.75,-26.25,16.33
111.00,-26.25,18.16
111.25,-26.25,20.19
111.50,-26.25,22.26
111.75,-26.25,24.21
112.00,-26.25,25.86
112.25,-26.25,27.03
112.50,-26.25,27.77
112.75,-26.25,28.18
113.00,-26.25,28.45
113.25,-26.25,28.80
113.50,-26.25,29.14
113.75,-26.25,29.30
114.00,-26.25,29.48
114.25,-26.25,29.93
114.50,-26.25,30.44
114.75,-26.25,31.32
115.00,-26.25,33.03
115.25,-26.25,35.20
115.50,-26.25,37.48
115.75,-26.25,38.01
116.00,-26.25,37.04
116.25,-26.25,36.02
116.50,-26.25,35.97
116.75,-26.25,36.04
117.00,-26.25,35.32
117.25,-26.25,34.90
117.50,-26.25,34.99
117.75,-26.25,35.23
118.00,-26.25,35.44
118.25,-26.25,35.75
118.50,-26.25,36.47
118.75,-26.25,37.57
119.00,-26.25,38.59
119.25,-26.25,38.90
119.50,-26.25,38.19
119.75,-26.25,37.02
120.00,-26.25,36.19
120.25,-26.25,36.02
120.50,-26.25,36.77
120.75,-26.25,39.29
121.00,-26.25,42.30
121.25,-26.25,43.41
121.50,-26.25,43.70
121.75,-26.25,43.78
122.00,-26.25,43.81
122.25,-26.25,43.79
122.50,-26.25,43.69
122.75,-26.25,43.33
123.00,-26.25,42.62
123.25,-26.25,42.07
123.50,-26.25,41.74
123.75,-26.25,41.47
124.00,-26.25,41.28
124.25,-26.25,41.32
124.50,-26.25,41.73
124.75,-26.25,42.32
125.00,-26.25,42.78
125.25,-26.25,43.06
125.50,-26.25,43.45
125.75,-26.25,45.10
126.00,-26.25,46.67
126.25,-26.25,47.28
126.50,-26.25,47.82
126.75,-26.25,48.72
127.00,-26.25,49.71
127.25,-26.25,48.76
127.50,-26.25,46.81
127.75,-26.25,45.90
128.00,-26.25,45.33
128.25,-26.25,44.88
128.50,-26.25,44.31
128.75,-26.25,43.54
129.00,-26.25,43.14
129.25,-26.25,43.61
129.50,-26.25,44.49
129.75,-26.25,45.34
130.00,-26.25,45.99
130.25,-26.25,46.32
130.50,-26.25,46.42
130.75,-26.25,46.41
131.00,-26.25,46.34
131.25,-26.25,46.18
131.50,-26.25,45.81
131.75,-26.25,44.99
132.00,-26.25,43.55
132.25,-26.25,42.61
132.50,-26.25,44.21
132.75,-26.25,46.47
133.00,-26.25,46.81
133.25,-26.25,44.81
133.50,-26.25,43.95
133.75,-26.25,44.40
134.00,-26.25,43.41
134.25,-26.25,42.20
134.50,-26.25,41.49
134.75,-26.25,41.15
135.00,-26.25,41.01
135.25,-26.25,40.84
135.50,-26.25,40.45
135.75,-26.25,39.59
136.00,-26.25,38.28
136.25,-26.25,37.53
136.50,-26.25,37.60
136.75,-26.25,38.20
137.00,-26.25,38.91
137.25,-26.25,39.41
137.50,-26.25,39.68
137.75,-26.25,39.72
138.00,-26.25,39.44
138.25,-26.25,38.68
138.50,-26.25,38.12
138.75,-26.25,38.19
139.00,-26.25,38.40
139.25,-26.25,38.48
139.50,-26.25,38.42
139.75,-26.25,38.19
140.00,-26.25,37.73
140.25,-26.25,36.96
140.50,-26.25,36.35
140.75,-26.25,36.63
141.00,-26.25,36.90
141.25,-26.25,36.90
141.50,-26.25,36.68
141.75,-26.25,36.25
142.00,-26.25,36.20
142.25,-26.25,36.48
142.50,-26.25,36.69
142.75,-26.25,36.89
143.00,-26.25,37.07
143.25,-26.25,37.42
143.50,-26.25,38.01
143.75,-26.25,38.69
144.00,-26.25,39.32
144.25,-26.25,39.83
144.50,-26.25,40.14
144.75,-26.25,40.29
145.00,-26.25,40.75
145.25,-26.25,40.89
145.50,-26.25,40.48
145.75,-26.25,40.72
146.00,-26.25,41.02
146.25,-26.25,40.67
146.50,-26.25,39.90
146.75,-26.25,39.39
147.00,-26.25,39.36
147.25,-26.25,39.67
147.50,-26.25,39.94
147.75,-26.25,39.88
148.00,-26.25,39.51
148.25,-26.25,38.97
148.50,-26.25,38.39
148.75,-26.25,37.69
149.00,-26.25,36.98
149.25,-26.25,36.26
149.50,-26.25,35.48
149.75,-26.25,34.86
150.00,-26.25,35.02
150.25,-26.25,36.11
150.50,-26.25,36.95
150.75,-26.25,37.25
151.00,-26.25,37.21
151.25,-26.25,36.86
151.50,-26.25,36.02
151.75,-26.25,34.74
152.00,-26.25,33.81
152.25,-26.25,33.65
152.50,-26.25,33.68
152.75,-26.25,33.53
153.00,-26.25,33.10
153.25,-26.25,32.15
153.50,-26.25,30.14
153.75,-26.25,26.64
154.00,-26.25,22.53
154.25,-26.25,19.37
154.50,-26.25,17.14
154.75,-26.25,15.36
155.00,-26.25,13.90
155.25,-26.25,12.85
155.50,-26.25,12.18
155.75,-26.25,11.91
110.25,-26.00,15.00
110.50,-26.00,16.12
110.75,-26.00,17.68
111.00,-26.00,19.52
111.25,-26.00,21.44
111.50,-26.00,23.31
111.75,-26.00,24.99
112.00,-26.00,26.40
112.25,-26.00,27.40
112.50,-26.00,28.05
112.75,-26.00,28.37
113.00,-26.00,28.51
113.25,-26.00,28.68
113.50,-26.00,28.99
113.75,-26.00,29.22
114.00,-26.00,29.41
114.25,-26.00,29.78
114.50,-26.00,30.23
114.75,-26.00,31.21
115.00,-26.00,33.55
115.25,-26.00,36.03
115.50,-26.00,38.44
115.75,-26.00,39.46
116.00,-26.00,38.48
116.25,-26.00,37.52
116.50,-26.00,37.70
116.75,-26.00,37.57
117.00,-26.00,36.38
117.25,-26.00,35.60
117.50,-26.00,35.34
117.75,-26.00,35.41
118.00,-26.00,35.78
118.25,-26.00,36.43
118.50,-26.00,37.48
118.75,-26.00,38.64
119.00,-26.00,39.50
119.25,-26.00,39.79
119.50,-26.00,39.35
119.75,-26.00,38.32
120.00,-26.00,37.22
120.25,-26.00,36.76
120.50,-26.00,37.55
120.75,-26.00,40.00
121.00,-26.00,42.45
121.25,-26.00,43.43
121.50,-26.00,43.70
121.75,-26.00,43.78
122.00,-26.00,43.79
122.25,-26.00,43.74
122.50,-26.00,43.47
122.75,-26.00,42.77
123.00,-26.00,42.10
123.25,-26.00,41.82
123.50,-26.00,41.65
123.75,-26.00,41.43
124.00,-26.00,41.16
124.25,-26.00,40.96
124.50,-26.00,40.92
124.75,-26.00,41.06
125.00,-26.00,41.34
125.25,-26.00,41.70
125.50,-26.00,42.23
125.75,-26.00,43.72
126.00,-26.00,46.65
126.25,-26.00,47.52
126.50,-26.00,48.55
126.75,-26.00,50.13
127.00,-26.00,51.70
127.25,-26.00,52.34
127.50,-26.00,50.68
127.75,-26.00,47.62
128.00,-26.00,45.75
128.25,-26.00,45.07
128.50,-26.00,44.54
128.75,-26.00,43.79
129.00,-26.00,43.15
129.25,-26.00,43.34
129.50,-26.00,44.27
129.75,-26.00,45.60
130.00,-26.00,46.87
130.25,-26.00,47.54
130.50,-26.00,47.73
130.75,-26.00,47.77
131.00,-26.00,47.73
131.25,-26.00,47.59
131.50,-26.00,47.26
131.75,-26.00,46.45
132.00,-26.00,44.93
132.25,-26.00,43.84
132.50,-26.00,45.48
132.75,-26.00,47.59
133.00,-26.00,48.18
133.25,-26.00,46.98
133.50,-26.00,46.16
133.75,-26.00,45.59
134.00,-26.00,43.72
134.25,-26.00,42.01
134.50,-26.00,40.79
134.75,-26.00,40.02
135.00,-26.00,39.80
135.25,-26.00,39.52
135.50,-26.00,39.47
135.75,-26.00,38.63
136.00,-26.00,37.79
136.25,-26.00,37.47
136.50,-26.00,37.71
136.75,-26.00,38.37
137.00,-26.00,39.25
137.25,-26.00,39.59
137.50,-26.00,39.86
137.75,-26.00,39.92
138.00,-26.00,39.89
138.25,-26.00,38.96
138.50,-26.00,38.29
138.75,-26.00,38.07
139.00,-26.00,37.77
139.25,-26.00,37.32
139.50,-26.00,37.03
139.75,-26.00,36.72
140.00,-26.00,36.37
140.25,-26.00,36.24
140.50,-26.00,36.90
140.75,-26.00,37.62
141.00,-26.00,37.90
141.25,-26.00,37.88
141.50,-26.00,37.56
141.75,-26.00,36.90
142.00,-26.00,36.67
142.25,-26.00,36.87
142.50,-26.00,37.16
142.75,-26.00,37.43
143.00,-26.00,37.62
143.25,-26.00,37.90
143.50,-26.00,38.14
143.75,-26.00,38.67
144.00,-26.00,39.45
144.25,-26.00,40.18
144.50,-26.00,40.60
144.75,-26.00,40.61
145.00,-26.00,40.56
145.25,-26.00,40.52
145.50,-26.00,40.41
145.75,-26.00,40.77
146.00,-26.00,40.92
146.25,-26.00,40.32
146.50,-26.00,39.38
146.75,-26.00,38.86
147.00,-26.00,38.84
147.25,-26.00,39.14
147.50,-26.00,39.50
147.75,-26.00,39.53
148.00,-26.00,39.16
148.25,-26.00,38.78
148.50,-26.00,38.36
148.75,-26.00,37.41
149.00,-26.00,36.39
149.25,-26.00,35.49
149.50,-26.00,34.91
149.75,-26.00,34.24
150.00,-26.00,35.16
150.25,-26.00,36.69
150.50,-26.00,37.39
150.75,-26.00,37.56
151.00,-26.00,37.53
151.25,-26.00,37.33
151.50,-26.00,36.81
151.75,-26.00,35.60
152.00,-26.00,33.84
152.25,-26.00,32.83
152.50,-26.00,32.68
152.75,-26.00,31.95
153.00,-26.00,31.06
153.25,-26.00,29.51
153.50,-26.00,27.02
153.75,-26.00,23.82
154.00,-26.00,20.76
154.25,-26.00,18.30
154.50,-26.00,16.29
154.75,-26.00,14.59
155.00,-26.00,13.27
155.25,-26.00,12.49
155.50,-26.00,12.09
155.75,-26.00,11.94
110.25,-25.75,16.02
110.50,-25.75,17.16
110.75,-25.75,18.67
111.00,-25.75,20.43
111.25,-25.75,22.31
111.50,-25.75,24.12
111.75,-25.75,25.65
112.00,-25.75,26.88
112.25,-25.75,27.74
112.50,-25.75,28.27
112.75,-25.75,28.36
113.00,-25.75,28.02
113.25,-25.75,27.65
113.50,-25.75,27.82
113.75,-25.75,28.41
114.00,-25.75,28.95
114.25,-25.75,29.31
114.50,-25.75,29.59
114.75,-25.75,30.22
115.00,-25.75,32.38
115.25,-25.75,35.31
115.50,-25.75,37.70
115.75,-25.75,39.17
116.00,-25.75,39.58
116.25,-25.75,39.69
116.50,-25.75,40.01
116.75,-25.75,39.77
117.00,-25.75,38.50
117.25,-25.75,37.30
117.50,-25.75,36.55
117.75,-25.75,36.41
118.00,-25.75,36.90
118.25,-25.75,37.83
118.50,-25.75,38.94
118.75,-25.75,39.82
119.00,-25.75,40.31
119.25,-25.75,40.45
119.50,-25.75,40.26
119.75,-25.75,39.72
120.00,-25.75,38.90
120.25,-25.75,38.29
120.50,-25.75,38.82
120.75,-25.75,40.44
121.00,-25.75,42.05
121.25,-25.75,43.10
121.50,-25.75,43.53
121.75,-25.75,43.67
122.00,-25.75,43.66
122.25,-25.75,43.43
122.50,-25.75,42.76
122.75,-25.75,42.08
123.00,-25.75,41.82
123.25,-25.75,41.74
123.50,-25.75,41.68
123.75,-25.75,41.55
124.00,-25.75,41.30
124.25,-25.75,41.04
124.50,-25.75,40.88
124.75,-25.75,40.84
125.00,-25.75,40.93
125.25,-25.75,41.22
125.50,-25.75,41.76
125.75,-25.75,42.65
126.00,-25.75,44.12
126.25,-25.75,46.47
126.50,-25.75,49.17
126.75,-25.75,51.36
127.00,-25.75,52.78
127.25,-25.75,52.84
127.50,-25.75,51.63
127.75,-25.75,49.56
128.00,-25.75,46.70
128.25,-25.75,45.27
128.50,-25.75,44.78
128.75,-25.75,44.39
129.00,-25.75,43.90
129.25,-25.75,43.84
129.50,-25.75,44.53
129.75,-25.75,45.78
130.00,-25.75,47.17
130.25,-25.75,47.95
130.50,-25.75,48.21
130.75,-25.75,48.26
131.00,-25.75,48.21
131.25,-25.75,48.07
131.50,-25.75,47.75
131.75,-25.75,47.03
132.00,-25.75,45.64
132.25,-25.75,44.58
132.50,-25.75,45.62
132.75,-25.75,46.78
133.00,-25.75,47.26
133.25,-25.75,47.17
133.50,-25.75,46.91
133.75,-25.75,45.98
134.00,-25.75,43.87
134.25,-25.75,41.88
134.50,-25.75,40.20
134.75,-25.75,39.02
135.00,-25.75,38.48
135.25,-25.75,38.39
135.50,-25.75,38.35
135.75,-25.75,38.00
136.00,-25.75,37.48
136.25,-25.75,37.36
136.50,-25.75,37.68
136.75,-25.75,38.39
137.00,-25.75,39.15
137.25,-25.75,39.65
137.50,-25.75,39.93
137.75,-25.75,40.00
138.00,-25.75,39.77
138.25,-25.75,39.04
138.50,-25.75,38.30
138.75,-25.75,37.91
139.00,-25.75,37.39
139.25,-25.75,37.14
139.50,-25.75,36.93
139.75,-25.75,36.04
140.00,-25.75,35.50
140.25,-25.75,36.16
140.50,-25.75,37.58
140.75,-25.75,38.34
141.00,-25.75,38.64
141.25,-25.75,38.74
141.50,-25.75,38.67
141.75,-25.75,38.45
142.00,-25.75,38.11
142.25,-25.75,37.80
142.50,-25.75,37.57
142.75,-25.75,37.69
143.00,-25.75,37.99
143.25,-25.75,38.29
143.50,-25.75,38.23
143.75,-25.75,38.55
144.00,-25.75,39.74
144.25,-25.75,40.51
144.50,-25.75,40.65
144.75,-25.75,40.34
145.00,-25.75,39.91
145.25,-25.75,39.94
145.50,-25.75,40.35
145.75,-25.75,40.78
146.00,-25.75,40.88
146.25,-25.75,40.22
146.50,-25.75,39.19
146.75,-25.75,38.64
147.00,-25.75,38.54
147.25,-25.75,38.67
147.50,-25.75,38.79
147.75,-25.75,38.61
148.00,-25.75,38.38
148.25,-25.75,38.47
148.50,-25.75,38.15
148.75,-25.75,36.62
149.00,-25.75,35.10
149.25,-25.75,34.25
149.50,-25.75,33.61
149.75,-25.75,33.60
150.00,-25.75,35.01
150.25,-25.75,36.73
150.50,-25.75,37.41
150.75,-25.75,37.55
151.00,-25.75,37.51
151.25,-25.75,37.37
151.50,-25.75,37.05
151.75,-25.75,36.20
152.00,-25.75,34.33
152.25,-25.75,32.41
152.50,-25.75,31.25
152.75,-25.75,30.09
153.00,-25.75,28.63
153.25,-25.75,26.78
153.50,-25.75,24.50
153.75,-25.75,21.98
154.00,-25.75,19.54
154.25,-25.75,17.38
154.50,-25.75,15.50
154.75,-25.75,13.98
155.00,-25.75,12.90
155.25,-25.75,12.36
155.50,-25.75,12.14
155.75,-25.75,12.04
110.25,-25.50,16.83
110.50,-25.50,17.91
110.75,-25.50,19.38
111.00,-25.50,21.06
111.25,-25.50,22.93
111.50,-25.50,24.70
111.75,-25.50,26.10
112.00,-25.50,27.15
112.25,-25.50,27.85
112.50,-25.50,28.16
112.75,-25.50,27.76
113.00,-25.50,26.88
113.25,-25.50,26.24
113.50,-25.50,26.09
113.75,-25.50,26.45
114.00,-25.50,27.36
114.25,-25.50,28.48
114.50,-25.50,29.28
114.75,-25.50,29.89
115.00,-25.50,30.89
115.25,-25.50,32.73
115.50,-25.50,35.35
115.75,-25.50,38.06
116.00,-25.50,39.49
116.25,-25.50,39.99
116.50,-25.50,40.43
116.75,-25.50,40.41
117.00,-25.50,39.62
117.25,-25.50,38.96
117.50,-25.50,38.51
117.75,-25.50,38.42
118.00,-25.50,38.89
118.25,-25.50,39.71
118.50,-25.50,40.45
118.75,-25.50,40.82
119.00,-25.50,40.87
119.25,-25.50,40.75
119.50,-25.50,40.51
119.75,-25.50,40.19
120.00,-25.50,39.75
120.25,-25.50,39.33
120.50,-25.50,39.48
120.75,-25.50,40.29
121.00,-25.50,41.19
121.25,-25.50,42.17
121.50,-25.50,42.88
121.75,-25.50,43.18
122.00,-25.50,43.29
122.25,-25.50,42.60
122.50,-25.50,42.02
122.75,-25.50,41.79
123.00,-25.50,41.74
123.25,-25.50,41.72
123.50,-25.50,41.69
123.75,-25.50,41.62
124.00,-25.50,41.45
124.25,-25.50,41.21
124.50,-25.50,41.05
124.75,-25.50,41.00
125.00,-25.50,41.08
125.25,-25.50,41.33
125.50,-25.50,41.74
125.75,-25.50,42.32
126.00,-25.50,43.09
126.25,-25.50,44.23
126.50,-25.50,46.53
126.75,-25.50,50.72
127.00,-25.50,52.75
127.25,-25.50,52.34
127.50,-25.50,51.01
127.75,-25.50,49.46
128.00,-25.50,47.76
128.25,-25.50,46.09
128.50,-25.50,44.95
128.75,-25.50,44.60
129.00,-25.50,44.38
129.25,-25.50,44.33
129.50,-25.50,44.73
129.75,-25.50,45.49
130.00,-25.50,46.56
130.25,-25.50,47.43
130.50,-25.50,47.93
130.75,-25.50,47.96
131.00,-25.50,47.95
131.25,-25.50,47.85
131.50,-25.50,47.67
131.75,-25.50,47.03
132.00,-25.50,45.92
132.25,-25.50,44.95
132.50,-25.50,45.29
132.75,-25.50,45.64
133.00,-25.50,45.74
133.25,-25.50,46.04
133.50,-25.50,46.30
133.75,-25.50,45.55
134.00,-25.50,43.46
134.25,-25.50,41.45
134.50,-25.50,39.69
134.75,-25.50,38.27
135.00,-25.50,37.54
135.25,-25.50,37.40
135.50,-25.50,37.81
135.75,-25.50,37.24
136.00,-25.50,37.52
136.25,-25.50,37.00
136.50,-25.50,37.40
136.75,-25.50,38.19
137.00,-25.50,39.01
137.25,-25.50,39.56
137.50,-25.50,39.86
137.75,-25.50,39.93
138.00,-25.50,39.67
138.25,-25.50,38.89
138.50,-25.50,38.10
138.75,-25.50,37.69
139.00,-25.50,37.52
139.25,-25.50,38.33
139.50,-25.50,38.86
139.75,-25.50,37.61
140.00,-25.50,36.39
140.25,-25.50,37.20
140.50,-25.50,38.55
140.75,-25.50,39.06
141.00,-25.50,39.29
141.25,-25.50,39.41
141.50,-25.50,39.31
141.75,-25.50,39.03
142.00,-25.50,38.65
142.25,-25.50,38.21
142.50,-25.50,37.68
142.75,-25.50,37.72
143.00,-25.50,37.83
143.25,-25.50,37.76
143.50,-25.50,37.83
143.75,-25.50,38.16
144.00,-25.50,39.27
144.25,-25.50,40.03
144.50,-25.50,39.95
144.75,-25.50,39.79
145.00,-25.50,39.67
145.25,-25.50,39.95
145.50,-25.50,40.67
145.75,-25.50,41.10
146.00,-25.50,41.10
146.25,-25.50,40.53
146.50,-25.50,39.28
146.75,-25.50,38.63
147.00,-25.50,38.32
147.25,-25.50,38.02
147.50,-25.50,37.44
147.75,-25.50,36.67
148.00,-25.50,36.30
148.25,-25.50,36.58
148.50,-25.50,36.05
148.75,-25.50,35.12
149.00,-25.50,34.13
149.25,-25.50,33.25
149.50,-25.50,32.95
149.75,-25.50,32.94
150.00,-25.50,34.53
150.25,-25.50,36.10
150.50,-25.50,37.12
150.75,-25.50,37.37
151.00,-25.50,37.36
151.25,-25.50,37.25
151.50,-25.50,37.00
151.75,-25.50,36.32
152.00,-25.50,35.24
152.25,-25.50,32.23
152.50,-25.50,30.61
152.75,-25.50,29.15
153.00,-25.50,27.48
153.25,-25.50,25.54
153.50,-25.50,23.35
153.75,-25.50,20.96
154.00,-25.50,18.61
154.25,-25.50,16.51
154.50,-25.50,14.78
154.75,-25.50,13.54
155.00,-25.50,13.27
155.25,-25.50,12.43
155.50,-25.50,12.32
155.75,-25.50,12.25
110.25,-25.25,17.34
110.50,-25.25,18.38
110.75,-25.25,19.80
111.00,-25.25,21.49
111.25,-25.25,23.31
111.50,-25.25,24.96
111.75,-25.25,26.14
112.00,-25.25,26.96
112.25,-25.25,27.47
112.50,-25.25,27.52
112.75,-25.25,26.81
113.00,-25.25,25.97
113.25,-25.25,25.53
113.50,-25.25,25.40
113.75,-25.25,25.56
114.00,-25.25,26.27
114.25,-25.25,27.80
114.50,-25.25,29.11
114.75,-25.25,29.84
115.00,-25.25,30.71
115.25,-25.25,32.21
115.50,-25.25,34.64
115.75,-25.25,37.67
116.00,-25.25,39.08
116.25,-25.25,39.33
116.50,-25.25,39.75
116.75,-25.25,39.93
117.00,-25.25,39.72
117.25,-25.25,39.73
117.50,-25.25,39.74
117.75,-25.25,39.78
118.00,-25.25,40.10
118.25,-25.25,40.71
118.50,-25.25,41.14
118.75,-25.25,41.18
119.00,-25.25,40.93
119.25,-25.25,40.53
119.50,-25.25,40.06
119.75,-25.25,39.54
120.00,-25.25,38.96
120.25,-25.25,38.47
120.50,-25.25,38.61
120.75,-25.25,39.54
121.00,-25.25,40.30
121.25,-25.25,40.86
121.50,-25.25,41.43
121.75,-25.25,41.85
122.00,-25.25,41.93
122.25,-25.25,41.78
122.50,-25.25,41.71
122.75,-25.25,41.70
123.00,-25.25,41.71
123.25,-25.25,41.70
123.50,-25.25,41.68
123.75,-25.25,41.63
124.00,-25.25,41.47
124.25,-25.25,41.26
124.50,-25.25,41.12
124.75,-25.25,41.11
125.00,-25.25,41.23
125.25,-25.25,41.50
125.50,-25.25,41.89
125.75,-25.25,42.37
126.00,-25.25,42.98
126.25,-25.25,43.82
126.50,-25.25,45.07
126.75,-25.25,47.15
127.00,-25.25,50.00
127.25,-25.25,50.57
127.50,-25.25,49.61
127.75,-25.25,48.58
128.00,-25.25,47.72
128.25,-25.25,46.64
128.50,-25.25,45.30
128.75,-25.25,44.62
129.00,-25.25,44.41
129.25,-25.25,44.37
129.50,-25.25,44.53
129.75,-25.25,44.81
130.00,-25.25,45.38
130.25,-25.25,46.28
130.50,-25.25,46.99
130.75,-25.25,47.35
131.00,-25.25,47.46
131.25,-25.25,47.43
131.50,-25.25,47.27
131.75,-25.25,46.87
132.00,-25.25,46.02
132.25,-25.25,45.06
132.50,-25.25,44.76
132.75,-25.25,44.68
133.00,-25.25,44.59
133.25,-25.25,44.73
133.50,-25.25,45.01
133.75,-25.25,44.49
134.00,-25.25,42.20
134.25,-25.25,40.32
134.50,-25.25,39.34
134.75,-25.25,37.95
135.00,-25.25,37.07
135.25,-25.25,36.73
135.50,-25.25,36.55
135.75,-25.25,36.17
136.00,-25.25,35.90
136.25,-25.25,36.14
136.50,-25.25,36.68
136.75,-25.25,37.58
137.00,-25.25,38.55
137.25,-25.25,39.22
137.50,-25.25,39.57
137.75,-25.25,39.62
138.00,-25.25,39.28
138.25,-25.25,38.43
138.50,-25.25,37.66
138.75,-25.25,37.49
139.00,-25.25,37.89
139.25,-25.25,39.54
139.50,-25.25,40.23
139.75,-25.25,39.59
140.00,-25.25,38.45
140.25,-25.25,39.03
140.50,-25.25,39.71
140.75,-25.25,39.89
141.00,-25.25,39.92
141.25,-25.25,39.89
141.50,-25.25,39.68
141.75,-25.25,39.25
142.00,-25.25,38.61
142.25,-25.25,37.94
142.50,-25.25,37.57
142.75,-25.25,37.59
143.00,-25.25,37.64
143.25,-25.25,37.66
143.50,-25.25,37.87
143.75,-25.25,38.09
144.00,-25.25,38.53
144.25,-25.25,38.85
144.50,-25.25,39.00
144.75,-25.25,39.16
145.00,-25.25,39.33
145.25,-25.25,39.90
145.50,-25.25,41.06
145.75,-25.25,41.48
146.00,-25.25,41.51
146.25,-25.25,41.15
146.50,-25.25,39.77
146.75,-25.25,38.74
147.00,-25.25,37.94
147.25,-25.25,36.89
147.50,-25.25,35.69
147.75,-25.25,34.73
148.00,-25.25,34.22
148.25,-25.25,34.89
148.50,-25.25,35.52
148.75,-25.25,35.37
149.00,-25.25,34.38
149.25,-25.25,32.95
149.50,-25.25,32.56
149.75,-25.25,32.50
150.00,-25.25,33.00
150.25,-25.25,34.60
150.50,-25.25,36.28
150.75,-25.25,36.98
151.00,-25.25,37.12
151.25,-25.25,37.05
151.50,-25.25,36.80
151.75,-25.25,36.08
152.00,-25.25,34.28
152.25,-25.25,31.98
152.50,-25.25,30.41
152.75,-25.25,29.10
153.00,-25.25,27.56
153.25,-25.25,25.55
153.50,-25.25,23.15
153.75,-25.25,20.47
154.00,-25.25,17.85
154.25,-25.25,15.70
154.50,-25.25,14.15
154.75,-25.25,13.30
155.00,-25.25,12.89
155.25,-25.25,12.68
155.50,-25.25,12.58
155.75,-25.25,12.55
110.25,-25.00,17.55
110.50,-25.00,18.54
110.75,-25.00,20.01
111.00,-25.00,21.66
111.25,-25.00,23.48
111.50,-25.00,24.96
111.75,-25.00,25.92
112.00,-25.00,26.53
112.25,-25.00,26.90
112.50,-25.00,26.85
112.75,-25.00,26.21
113.00,-25.00,25.59
113.25,-25.00,25.31
113.50,-25.00,25.26
113.75,-25.00,25.44
114.00,-25.00,26.10
114.25,-25.00,27.59
114.50,-25.00,29.08
114.75,-25.00,30.00
115.00,-25.00,31.00
115.25,-25.00,32.52
115.50,-25.00,34.77
115.75,-25.00,37.45
116.00,-25.00,38.65
116.25,-25.00,38.70
116.50,-25.00,38.91
116.75,-25.00,39.29
117.00,-25.00,39.62
117.25,-25.00,39.91
117.50,-25.00,40.02
117.75,-25.00,40.00
118.00,-25.00,40.09
118.25,-25.00,40.47
118.50,-25.00,40.80
118.75,-25.00,40.77
119.00,-25.00,40.38
119.25,-25.00,39.69
119.50,-25.00,38.86
119.75,-25.00,38.01
120.00,-25.00,37.23
120.25,-25.00,36.71
120.50,-25.00,36.94
120.75,-25.00,38.26
121.00,-25.00,39.42
121.25,-25.00,39.85
121.50,-25.00,40.07
121.75,-25.00,40.34
122.00,-25.00,40.77
122.25,-25.00,41.26
122.50,-25.00,41.53
122.75,-25.00,41.64
123.00,-25.00,41.68
123.25,-25.00,41.67
123.50,-25.00,41.64
123.75,-25.00,41.54
124.00,-25.00,41.35
124.25,-25.00,41.15
124.50,-25.00,41.06
124.75,-25.00,41.11
125.00,-25.00,41.29
125.25,-25.00,41.61
125.50,-25.00,42.03
125.75,-25.00,42.50
126.00,-25.00,43.06
126.25,-25.00,43.76
126.50,-25.00,44.69
126.75,-25.00,45.88
127.00,-25.00,46.91
127.25,-25.00,47.04
127.50,-25.00,46.44
127.75,-25.00,46.42
128.00,-25.00,46.46
128.25,-25.00,46.07
128.50,-25.00,45.19
128.75,-25.00,44.53
129.00,-25.00,44.32
129.25,-25.00,44.31
129.50,-25.00,44.40
129.75,-25.00,44.47
130.00,-25.00,44.63
130.25,-25.00,45.17
130.50,-25.00,46.02
130.75,-25.00,46.61
131.00,-25.00,46.95
131.25,-25.00,47.06
131.50,-25.00,47.05
131.75,-25.00,46.71
132.00,-25.00,46.01
132.25,-25.00,45.03
132.50,-25.00,44.28
132.75,-25.00,43.94
133.00,-25.00,43.87
133.25,-25.00,43.93
