lon,lat,moho_km
110.25,-44.75,15.07
110.50,-44.75,15.00
110.75,-44.75,14.98
111.00,-44.75,15.03
111.25,-44.75,15.11
111.50,-44.75,15.16
111.75,-44.75,15.15
112.00,-44.75,15.09
112.25,-44.75,15.00
112.50,-44.75,14.94
112.75,-44.75,14.93
113.00,-44.75,14.95
113.25,-44.75,14.95
113.50,-44.75,14.91
113.75,-44.75,14.81
114.00,-44.75,14.69
114.25,-44.75,14.59
114.50,-44.75,14.55
114.75,-44.75,14.57
115.00,-44.75,14.60
115.25,-44.75,14.60
115.50,-44.75,14.57
115.75,-44.75,14.49
116.00,-44.75,14.40
116.25,-44.75,14.30
116.50,-44.75,14.20
116.75,-44.75,14.12
117.00,-44.75,14.05
117.25,-44.75,13.99
117.50,-44.75,13.95
117.75,-44.75,13.91
118.00,-44.75,13.90
118.25,-44.75,13.90
118.50,-44.75,13.92
118.75,-44.75,13.97
119.00,-44.75,14.02
119.25,-44.75,14.05
119.50,-44.75,14.04
119.75,-44.75,13.98
120.00,-44.75,13.89
120.25,-44.75,13.79
120.50,-44.75,13.68
120.75,-44.75,13.59
121.00,-44.75,13.51
121.25,-44.75,13.44
121.50,-44.75,13.36
121.75,-44.75,13.27
122.00,-44.75,13.17
122.25,-44.75,13.06
122.50,-44.75,12.94
122.75,-44.75,12.84
123.00,-44.75,12.76
123.25,-44.75,12.68
123.50,-44.75,12.64
123.75,-44.75,12.66
124.00,-44.75,12.74
124.25,-44.75,12.85
124.50,-44.75,12.97
124.75,-44.75,13.06
125.00,-44.75,13.10
125.25,-44.75,13.08
125.50,-44.75,12.99
125.75,-44.75,12.83
126.00,-44.75,12.64
126.25,-44.75,12.43
126.50,-44.75,12.24
126.75,-44.75,12.05
127.00,-44.75,11.89
127.25,-44.75,11.76
127.50,-44.75,11.66
127.75,-44.75,11.60
128.00,-44.75,11.57
128.25,-44.75,11.55
128.50,-44.75,11.56
128.75,-44.75,11.58
129.00,-44.75,11.60
129.25,-44.75,11.63
129.50,-44.75,11.66
129.75,-44.75,11.69
130.00,-44.75,11.74
130.25,-44.75,11.79
130.50,-44.75,11.83
130.75,-44.75,11.87
131.00,-44.75,11.90
131.25,-44.75,11.91
131.50,-44.75,11.92
131.75,-44.75,11.92
132.00,-44.75,11.93
132.25,-44.75,11.96
132.50,-44.75,11.99
132.75,-44.75,12.02
133.00,-44.75,12.06
133.25,-44.75,12.09
133.50,-44.75,12.13
133.75,-44.75,12.15
134.00,-44.75,12.17
134.25,-44.75,12.18
134.50,-44.75,12.18
134.75,-44.75,12.18
135.00,-44.75,12.18
135.25,-44.75,12.18
135.50,-44.75,12.19
135.75,-44.75,12.20
136.00,-44.75,12.21
136.25,-44.75,12.24
136.50,-44.75,12.28
136.75,-44.75,12.33
137.00,-44.75,12.39
137.25,-44.75,12.46
137.50,-44.75,12.52
137.75,-44.75,12.57
138.00,-44.75,12.59
138.25,-44.75,12.58
138.50,-44.75,12.53
138.75,-44.75,12.46
139.00,-44.75,12.40
139.25,-44.75,12.39
139.50,-44.75,12.40
139.75,-44.75,12.41
140.00,-44.75,12.43
140.25,-44.75,12.44
140.50,-44.75,12.44
140.75,-44.75,12.41
141.00,-44.75,12.36
141.25,-44.75,12.31
141.50,-44.75,12.25
141.75,-44.75,12.18
142.00,-44.75,12.08
142.25,-44.75,11.95
142.50,-44.75,11.79
142.75,-44.75,11.59
143.00,-44.75,11.38
143.25,-44.75,11.18
143.50,-44.75,11.05
143.75,-44.75,11.10
144.00,-44.75,11.45
144.25,-44.75,12.22
144.50,-44.75,13.46
144.75,-44.75,15.00
145.00,-44.75,16.42
145.25,-44.75,17.40
145.50,-44.75,17.98
145.75,-44.75,18.37
146.00,-44.75,18.68
146.25,-44.75,18.96
146.50,-44.75,19.19
146.75,-44.75,19.36
147.00,-44.75,19.36
147.25,-44.75,19.15
147.50,-44.75,18.72
147.75,-44.75,18.11
148.00,-44.75,17.39
148.25,-44.75,16.62
148.50,-44.75,15.84
148.75,-44.75,15.12
149.00,-44.75,14.65
149.25,-44.75,14.57
149.50,-44.75,14.89
149.75,-44.75,15.46
150.00,-44.75,16.08
150.25,-44.75,16.51
150.50,-44.75,16.50
150.75,-44.75,15.97
151.00,-44.75,15.09
151.25,-44.75,14.15
151.50,-44.75,13.42
151.75,-44.75,13.02
152.00,-44.75,12.90
152.25,-44.75,12.89
152.50,-44.75,12.89
152.75,-44.75,12.84
153.00,-44.75,12.77
153.25,-44.75,12.70
153.50,-44.75,12.65
153.75,-44.75,12.62
154.00,-44.75,12.61
154.25,-44.75,12.65
154.50,-44.75,12.72
154.75,-44.75,12.80
155.00,-44.75,12.88
155.25,-44.75,12.92
155.50,-44.75,12.91
155.75,-44.75,12.88
110.25,-44.50,14.95
110.50,-44.50,14.87
110.75,-44.50,14.84
111.00,-44.50,14.89
111.25,-44.50,15.01
111.50,-44.50,15.12
111.75,-44.50,15.16
112.00,-44.50,15.11
112.25,-44.50,15.03
112.50,-44.50,14.96
112.75,-44.50,14.94
113.00,-44.50,14.95
113.25,-44.50,14.95
113.50,-44.50,14.90
113.75,-44.50,14.79
114.00,-44.50,14.67
114.25,-44.50,14.60
114.50,-44.50,14.60
114.75,-44.50,14.65
115.00,-44.50,14.71
115.25,-44.50,14.73
115.50,-44.50,14.69
115.75,-44.50,14.60
116.00,-44.50,14.48
116.25,-44.50,14.36
116.50,-44.50,14.25
116.75,-44.50,14.17
117.00,-44.50,14.13
117.25,-44.50,14.11
117.50,-44.50,14.10
117.75,-44.50,14.08
118.00,-44.50,14.04
118.25,-44.50,14.00
118.50,-44.50,13.98
118.75,-44.50,13.97
119.00,-44.50,13.98
119.25,-44.50,14.00
119.50,-44.50,13.99
119.75,-44.50,13.94
120.00,-44.50,13.87
120.25,-44.50,13.80
120.50,-44.50,13.73
120.75,-44.50,13.66
121.00,-44.50,13.60
121.25,-44.50,13.53
121.50,-44.50,13.44
121.75,-44.50,13.35
122.00,-44.50,13.25
122.25,-44.50,13.15
122.50,-44.50,13.05
122.75,-44.50,12.95
123.00,-44.50,12.86
123.25,-44.50,12.77
123.50,-44.50,12.73
123.75,-44.50,12.73
124.00,-44.50,12.80
124.25,-44.50,12.91
124.50,-44.50,13.02
124.75,-44.50,13.11
125.00,-44.50,13.17
125.25,-44.50,13.18
125.50,-44.50,13.10
125.75,-44.50,12.93
126.00,-44.50,12.71
126.25,-44.50,12.47
126.50,-44.50,12.23
126.75,-44.50,12.02
127.00,-44.50,11.85
127.25,-44.50,11.74
127.50,-44.50,11.67
127.75,-44.50,11.62
128.00,-44.50,11.58
128.25,-44.50,11.55
128.50,-44.50,11.53
128.75,-44.50,11.52
129.00,-44.50,11.52
129.25,-44.50,11.54
129.50,-44.50,11.59
129.75,-44.50,11.66
130.00,-44.50,11.74
130.25,-44.50,11.81
130.50,-44.50,11.87
130.75,-44.50,11.91
131.00,-44.50,11.94
131.25,-44.50,11.95
131.50,-44.50,11.95
131.75,-44.50,11.95
132.00,-44.50,11.95
132.25,-44.50,11.96
132.50,-44.50,11.98
132.75,-44.50,12.01
133.00,-44.50,12.04
133.25,-44.50,12.08
133.50,-44.50,12.12
133.75,-44.50,12.15
134.00,-44.50,12.16
134.25,-44.50,12.17
134.50,-44.50,12.18
134.75,-44.50,12.19
135.00,-44.50,12.19
135.25,-44.50,12.20
135.50,-44.50,12.22
135.75,-44.50,12.23
136.00,-44.50,12.25
136.25,-44.50,12.28
136.50,-44.50,12.31
136.75,-44.50,12.36
137.00,-44.50,12.42
137.25,-44.50,12.48
137.50,-44.50,12.53
137.75,-44.50,12.56
138.00,-44.50,12.55
138.25,-44.50,12.50
138.50,-44.50,12.45
138.75,-44.50,12.42
139.00,-44.50,12.42
139.25,-44.50,12.46
139.50,-44.50,12.50
139.75,-44.50,12.52
140.00,-44.50,12.53
140.25,-44.50,12.55
140.50,-44.50,12.54
140.75,-44.50,12.50
141.00,-44.50,12.43
141.25,-44.50,12.37
141.50,-44.50,12.30
141.75,-44.50,12.22
142.00,-44.50,12.12
142.25,-44.50,11.98
142.50,-44.50,11.80
142.75,-44.50,11.59
143.00,-44.50,11.36
143.25,-44.50,11.17
143.50,-44.50,11.08
143.75,-44.50,11.18
144.00,-44.50,11.53
144.25,-44.50,12.21
144.50,-44.50,13.22
144.75,-44.50,14.49
145.00,-44.50,15.80
145.25,-44.50,16.95
145.50,-44.50,17.97
145.75,-44.50,18.95
146.00,-44.50,19.92
146.25,-44.50,20.87
146.50,-44.50,21.72
146.75,-44.50,22.39
147.00,-44.50,22.78
147.25,-44.50,22.82
147.50,-44.50,22.49
147.75,-44.50,21.83
148.00,-44.50,20.88
148.25,-44.50,19.72
148.50,-44.50,18.45
148.75,-44.50,17.28
149.00,-44.50,16.52
149.25,-44.50,16.38
149.50,-44.50,16.83
149.75,-44.50,17.60
150.00,-44.50,18.36
150.25,-44.50,18.83
150.50,-44.50,18.79
150.75,-44.50,18.17
151.00,-44.50,17.01
151.25,-44.50,15.58
151.50,-44.50,14.29
151.75,-44.50,13.47
152.00,-44.50,13.11
152.25,-44.50,13.01
152.50,-44.50,13.00
152.75,-44.50,12.97
153.00,-44.50,12.91
153.25,-44.50,12.84
153.50,-44.50,12.79
153.75,-44.50,12.77
154.00,-44.50,12.77
154.25,-44.50,12.80
154.50,-44.50,12.86
154.75,-44.50,12.94
155.00,-44.50,13.00
155.25,-44.50,13.02
155.50,-44.50,13.00
155.75,-44.50,12.98
110.25,-44.25,14.95
110.50,-44.25,14.90
110.75,-44.25,14.85
111.00,-44.25,14.85
111.25,-44.25,14.92
111.50,-44.25,15.01
111.75,-44.25,15.04
112.00,-44.25,15.03
112.25,-44.25,14.98
112.50,-44.25,14.93
112.75,-44.25,14.91
113.00,-44.25,14.91
113.25,-44.25,14.90
113.50,-44.25,14.86
113.75,-44.25,14.77
114.00,-44.25,14.68
114.25,-44.25,14.63
114.50,-44.25,14.64
114.75,-44.25,14.68
115.00,-44.25,14.74
115.25,-44.25,14.77
115.50,-44.25,14.75
115.75,-44.25,14.67
116.00,-44.25,14.56
116.25,-44.25,14.42
116.50,-44.25,14.31
116.75,-44.25,14.24
117.00,-44.25,14.24
117.25,-44.25,14.29
117.50,-44.25,14.33
117.75,-44.25,14.33
118.00,-44.25,14.27
118.25,-44.25,14.16
118.50,-44.25,14.05
118.75,-44.25,13.97
119.00,-44.25,13.94
119.25,-44.25,13.92
119.50,-44.25,13.90
119.75,-44.25,13.86
120.00,-44.25,13.82
120.25,-44.25,13.77
120.50,-44.25,13.74
120.75,-44.25,13.70
121.00,-44.25,13.64
121.25,-44.25,13.56
121.50,-44.25,13.45
121.75,-44.25,13.34
122.00,-44.25,13.23
122.25,-44.25,13.15
122.50,-44.25,13.09
122.75,-44.25,13.02
123.00,-44.25,12.95
123.25,-44.25,12.88
123.50,-44.25,12.82
123.75,-44.25,12.81
124.00,-44.25,12.84
124.25,-44.25,12.91
124.50,-44.25,13.00
124.75,-44.25,13.08
125.00,-44.25,13.13
125.25,-44.25,13.12
125.50,-44.25,13.03
125.75,-44.25,12.86
126.00,-44.25,12.65
126.25,-44.25,12.42
126.50,-44.25,12.22
126.75,-44.25,12.04
127.00,-44.25,11.91
127.25,-44.25,11.82
127.50,-44.25,11.76
127.75,-44.25,11.71
128.00,-44.25,11.64
128.25,-44.25,11.57
128.50,-44.25,11.50
128.75,-44.25,11.46
129.00,-44.25,11.45
129.25,-44.25,11.47
129.50,-44.25,11.54
129.75,-44.25,11.64
130.00,-44.25,11.75
130.25,-44.25,11.85
130.50,-44.25,11.91
130.75,-44.25,11.95
131.00,-44.25,11.96
131.25,-44.25,11.97
131.50,-44.25,11.98
131.75,-44.25,11.97
132.00,-44.25,11.97
132.25,-44.25,11.98
132.50,-44.25,11.99
132.75,-44.25,12.01
133.00,-44.25,12.03
133.25,-44.25,12.06
133.50,-44.25,12.10
133.75,-44.25,12.12
134.00,-44.25,12.13
134.25,-44.25,12.14
134.50,-44.25,12.14
134.75,-44.25,12.15
135.00,-44.25,12.15
135.25,-44.25,12.17
135.50,-44.25,12.19
135.75,-44.25,12.22
136.00,-44.25,12.24
136.25,-44.25,12.27
136.50,-44.25,12.29
136.75,-44.25,12.33
137.00,-44.25,12.37
137.25,-44.25,12.42
137.50,-44.25,12.47
137.75,-44.25,12.52
138.00,-44.25,12.53
138.25,-44.25,12.50
138.50,-44.25,12.47
138.75,-44.25,12.47
139.00,-44.25,12.51
139.25,-44.25,12.57
139.50,-44.25,12.62
139.75,-44.25,12.64
140.00,-44.25,12.66
140.25,-44.25,12.66
140.50,-44.25,12.65
140.75,-44.25,12.59
141.00,-44.25,12.50
141.25,-44.25,12.41
141.50,-44.25,12.32
141.75,-44.25,12.23
142.00,-44.25,12.13
142.25,-44.25,12.00
142.50,-44.25,11.82
142.75,-44.25,11.61
143.00,-44.25,11.38
143.25,-44.25,11.21
143.50,-44.25,11.21
143.75,-44.25,11.46
144.00,-44.25,12.00
144.25,-44.25,12.78
144.50,-44.25,13.77
144.75,-44.25,14.92
145.00,-44.25,16.16
145.25,-44.25,17.48
145.50,-44.25,18.92
145.75,-44.25,20.51
146.00,-44.25,22.18
146.25,-44.25,23.73
146.50,-44.25,24.99
146.75,-44.25,25.96
147.00,-44.25,26.60
147.25,-44.25,26.60
147.50,-44.25,26.03
147.75,-44.25,25.26
148.00,-44.25,24.28
148.25,-44.25,23.02
148.50,-44.25,21.54
148.75,-44.25,20.01
149.00,-44.25,18.75
149.25,-44.25,18.10
149.50,-44.25,18.15
149.75,-44.25,18.68
150.00,-44.25,19.32
150.25,-44.25,19.79
150.50,-44.25,19.82
150.75,-44.25,19.24
151.00,-44.25,17.98
151.25,-44.25,16.27
151.50,-44.25,14.65
151.75,-44.25,13.60
152.00,-44.25,13.16
152.25,-44.25,13.07
152.50,-44.25,13.10
152.75,-44.25,13.09
153.00,-44.25,13.04
153.25,-44.25,12.97
153.50,-44.25,12.91
153.75,-44.25,12.89
154.00,-44.25,12.91
154.25,-44.25,12.94
154.50,-44.25,13.00
154.75,-44.25,13.06
155.00,-44.25,13.10
155.25,-44.25,13.11
155.50,-44.25,13.09
155.75,-44.25,13.07
110.25,-44.00,15.04
110.50,-44.00,15.00
110.75,-44.00,14.93
111.00,-44.00,14.88
111.25,-44.00,14.88
111.50,-44.00,14.91
111.75,-44.00,14.92
112.00,-44.00,14.92
112.25,-44.00,14.90
112.50,-44.00,14.88
112.75,-44.00,14.86
113.00,-44.00,14.84
113.25,-44.00,14.83
113.50,-44.00,14.80
113.75,-44.00,14.75
114.00,-44.00,14.69
114.25,-44.00,14.66
114.50,-44.00,14.66
114.75,-44.00,14.68
115.00,-44.00,14.72
115.25,-44.00,14.74
115.50,-44.00,14.74
115.75,-44.00,14.69
116.00,-44.00,14.59
116.25,-44.00,14.46
116.50,-44.00,14.34
116.75,-44.00,14.30
117.00,-44.00,14.33
117.25,-44.00,14.42
117.50,-44.00,14.50
117.75,-44.00,14.52
118.00,-44.00,14.44
118.25,-44.00,14.28
118.50,-44.00,14.10
118.75,-44.00,13.97
119.00,-44.00,13.89
119.25,-44.00,13.85
119.50,-44.00,13.83
119.75,-44.00,13.79
120.00,-44.00,13.76
120.25,-44.00,13.74
120.50,-44.00,13.72
120.75,-44.00,13.70
121.00,-44.00,13.65
121.25,-44.00,13.56
121.50,-44.00,13.44
121.75,-44.00,13.30
122.00,-44.00,13.19
122.25,-44.00,13.13
122.50,-44.00,13.11
122.75,-44.00,13.08
123.00,-44.00,13.04
123.25,-44.00,12.98
123.50,-44.00,12.92
123.75,-44.00,12.87
124.00,-44.00,12.86
124.25,-44.00,12.89
124.50,-44.00,12.94
124.75,-44.00,13.00
125.00,-44.00,13.03
125.25,-44.00,13.00
125.50,-44.00,12.89
125.75,-44.00,12.73
126.00,-44.00,12.54
126.25,-44.00,12.36
126.50,-44.00,12.21
126.75,-44.00,12.09
127.00,-44.00,12.00
127.25,-44.00,11.94
127.50,-44.00,11.88
127.75,-44.00,11.81
128.00,-44.00,11.71
128.25,-44.00,11.59
128.50,-44.00,11.49
128.75,-44.00,11.43
129.00,-44.00,11.42
129.25,-44.00,11.45
129.50,-44.00,11.53
129.75,-44.00,11.65
130.00,-44.00,11.77
130.25,-44.00,11.88
130.50,-44.00,11.93
130.75,-44.00,11.96
131.00,-44.00,11.96
131.25,-44.00,11.97
131.50,-44.00,11.97
131.75,-44.00,11.97
132.00,-44.00,11.97
132.25,-44.00,11.98
132.50,-44.00,11.99
132.75,-44.00,12.00
133.00,-44.00,12.02
133.25,-44.00,12.04
133.50,-44.00,12.06
133.75,-44.00,12.08
134.00,-44.00,12.10
134.25,-44.00,12.10
134.50,-44.00,12.10
134.75,-44.00,12.10
135.00,-44.00,12.11
135.25,-44.00,12.13
135.50,-44.00,12.16
135.75,-44.00,12.19
136.00,-44.00,12.22
136.25,-44.00,12.25
136.50,-44.00,12.27
136.75,-44.00,12.29
137.00,-44.00,12.32
137.25,-44.00,12.36
137.50,-44.00,12.42
137.75,-44.00,12.49
138.00,-44.00,12.54
138.25,-44.00,12.54
138.50,-44.00,12.54
138.75,-44.00,12.56
139.00,-44.00,12.61
139.25,-44.00,12.68
139.50,-44.00,12.72
139.75,-44.00,12.74
140.00,-44.00,12.74
140.25,-44.00,12.74
140.50,-44.00,12.71
140.75,-44.00,12.64
141.00,-44.00,12.54
141.25,-44.00,12.43
141.50,-44.00,12.33
141.75,-44.00,12.23
142.00,-44.00,12.12
142.25,-44.00,11.99
142.50,-44.00,11.82
142.75,-44.00,11.60
143.00,-44.00,11.38
143.25,-44.00,11.26
143.50,-44.00,11.38
143.75,-44.00,11.84
144.00,-44.00,12.61
144.25,-44.00,13.59
144.50,-44.00,14.67
144.75,-44.00,15.80
145.00,-44.00,17.07
145.25,-44.00,18.62
145.50,-44.00,20.70
145.75,-44.00,23.20
146.00,-44.00,25.20
146.25,-44.00,26.56
146.50,-44.00,27.71
146.75,-44.00,28.91
147.00,-44.00,29.71
147.25,-44.00,29.57
147.50,-44.00,28.54
147.75,-44.00,27.42
148.00,-44.00,26.48
148.25,-44.00,25.38
148.50,-44.00,24.02
148.75,-44.00,22.47
149.00,-44.00,20.94
149.25,-44.00,19.77
149.50,-44.00,19.21
149.75,-44.00,19.25
150.00,-44.00,19.63
150.25,-44.00,19.99
150.50,-44.00,20.05
150.75,-44.00,19.51
151.00,-44.00,18.23
151.25,-44.00,16.40
151.50,-44.00,14.65
151.75,-44.00,13.55
152.00,-44.00,13.14
152.25,-44.00,13.11
152.50,-44.00,13.19
152.75,-44.00,13.22
153.00,-44.00,13.17
153.25,-44.00,13.09
153.50,-44.00,13.03
153.75,-44.00,13.02
154.00,-44.00,13.05
154.25,-44.00,13.08
154.50,-44.00,13.13
154.75,-44.00,13.17
155.00,-44.00,13.20
155.25,-44.00,13.20
155.50,-44.00,13.18
155.75,-44.00,13.16
110.25,-43.75,15.20
110.50,-43.75,15.10
110.75,-43.75,15.01
111.00,-43.75,14.95
111.25,-43.75,14.93
111.50,-43.75,14.91
111.75,-43.75,14.89
112.00,-43.75,14.85
112.25,-43.75,14.83
112.50,-43.75,14.81
112.75,-43.75,14.80
113.00,-43.75,14.79
113.25,-43.75,14.77
113.50,-43.75,14.75
113.75,-43.75,14.72
114.00,-43.75,14.68
114.25,-43.75,14.65
114.50,-43.75,14.64
114.75,-43.75,14.65
115.00,-43.75,14.66
115.25,-43.75,14.67
115.50,-43.75,14.66
115.75,-43.75,14.62
116.00,-43.75,14.54
116.25,-43.75,14.43
116.50,-43.75,14.33
116.75,-43.75,14.28
117.00,-43.75,14.30
117.25,-43.75,14.36
117.50,-43.75,14.42
117.75,-43.75,14.44
118.00,-43.75,14.38
118.25,-43.75,14.26
118.50,-43.75,14.11
118.75,-43.75,13.97
119.00,-43.75,13.88
119.25,-43.75,13.83
119.50,-43.75,13.80
119.75,-43.75,13.78
120.00,-43.75,13.75
120.25,-43.75,13.73
120.50,-43.75,13.71
120.75,-43.75,13.68
121.00,-43.75,13.63
121.25,-43.75,13.55
121.50,-43.75,13.43
121.75,-43.75,13.31
122.00,-43.75,13.22
122.25,-43.75,13.18
122.50,-43.75,13.17
122.75,-43.75,13.17
123.00,-43.75,13.14
123.25,-43.75,13.08
123.50,-43.75,13.01
123.75,-43.75,12.94
124.00,-43.75,12.89
124.25,-43.75,12.87
124.50,-43.75,12.88
124.75,-43.75,12.90
125.00,-43.75,12.91
125.25,-43.75,12.87
125.50,-43.75,12.77
125.75,-43.75,12.64
126.00,-43.75,12.49
126.25,-43.75,12.35
126.50,-43.75,12.23
126.75,-43.75,12.15
127.00,-43.75,12.08
127.25,-43.75,12.02
127.50,-43.75,11.96
127.75,-43.75,11.87
128.00,-43.75,11.76
128.25,-43.75,11.63
128.50,-43.75,11.53
128.75,-43.75,11.48
129.00,-43.75,11.49
129.25,-43.75,11.53
129.50,-43.75,11.61
129.75,-43.75,11.71
130.00,-43.75,11.81
130.25,-43.75,11.88
130.50,-43.75,11.91
130.75,-43.75,11.92
131.00,-43.75,11.91
131.25,-43.75,11.91
131.50,-43.75,11.92
131.75,-43.75,11.93
132.00,-43.75,11.94
132.25,-43.75,11.95
132.50,-43.75,11.97
132.75,-43.75,11.99
133.00,-43.75,12.00
133.25,-43.75,12.01
133.50,-43.75,12.03
133.75,-43.75,12.04
134.00,-43.75,12.05
134.25,-43.75,12.06
134.50,-43.75,12.07
134.75,-43.75,12.07
135.00,-43.75,12.09
135.25,-43.75,12.12
135.50,-43.75,12.16
135.75,-43.75,12.19
136.00,-43.75,12.23
136.25,-43.75,12.25
136.50,-43.75,12.27
136.75,-43.75,12.30
137.00,-43.75,12.34
137.25,-43.75,12.39
137.50,-43.75,12.46
137.75,-43.75,12.53
138.00,-43.75,12.58
138.25,-43.75,12.60
138.50,-43.75,12.61
138.75,-43.75,12.64
139.00,-43.75,12.69
139.25,-43.75,12.75
139.50,-43.75,12.77
139.75,-43.75,12.76
140.00,-43.75,12.72
140.25,-43.75,12.69
140.50,-43.75,12.66
140.75,-43.75,12.59
141.00,-43.75,12.50
141.25,-43.75,12.41
141.50,-43.75,12.31
141.75,-43.75,12.21
142.00,-43.75,12.09
142.25,-43.75,11.94
142.50,-43.75,11.74
142.75,-43.75,11.52
143.00,-43.75,11.34
143.25,-43.75,11.31
143.50,-43.75,11.57
143.75,-43.75,12.22
144.00,-43.75,13.20
144.25,-43.75,14.36
144.50,-43.75,15.58
144.75,-43.75,16.83
145.00,-43.75,18.29
145.25,-43.75,20.56
145.50,-43.75,24.85
145.75,-43.75,28.36
146.00,-43.75,29.34
146.25,-43.75,29.19
146.50,-43.75,29.37
146.75,-43.75,30.04
147.00,-43.75,30.50
147.25,-43.75,30.33
147.50,-43.75,29.56
147.75,-43.75,28.65
148.00,-43.75,27.83
148.25,-43.75,26.88
148.50,-43.75,25.67
148.75,-43.75,24.24
149.00,-43.75,22.67
149.25,-43.75,21.17
149.50,-43.75,20.11
149.75,-43.75,19.66
150.00,-43.75,19.67
150.25,-43.75,19.79
150.50,-43.75,19.68
150.75,-43.75,19.04
151.00,-43.75,17.73
151.25,-43.75,15.94
151.50,-43.75,14.31
151.75,-43.75,13.37
152.00,-43.75,13.11
152.25,-43.75,13.18
152.50,-43.75,13.30
152.75,-43.75,13.34
153.00,-43.75,13.30
153.25,-43.75,13.23
153.50,-43.75,13.18
153.75,-43.75,13.17
154.00,-43.75,13.20
154.25,-43.75,13.23
154.50,-43.75,13.26
154.75,-43.75,13.29
155.00,-43.75,13.30
155.25,-43.75,13.29
155.50,-43.75,13.27
155.75,-43.75,13.25
110.25,-43.50,15.32
110.50,-43.50,15.16
110.75,-43.50,15.05
111.00,-43.50,15.01
111.25,-43.50,14.99
111.50,-43.50,14.95
111.75,-43.50,14.90
112.00,-43.50,14.84
112.25,-43.50,14.80
112.50,-43.50,14.79
112.75,-43.50,14.78
113.00,-43.50,14.77
113.25,-43.50,14.76
113.50,-43.50,14.73
113.75,-43.50,14.70
114.00,-43.50,14.67
114.25,-43.50,14.64
114.50,-43.50,14.62
114.75,-43.50,14.61
115.00,-43.50,14.61
115.25,-43.50,14.61
115.50,-43.50,14.59
115.75,-43.50,14.54
116.00,-43.50,14.47
116.25,-43.50,14.38
116.50,-43.50,14.30
116.75,-43.50,14.25
117.00,-43.50,14.23
117.25,-43.50,14.25
117.50,-43.50,14.26
117.75,-43.50,14.26
118.00,-43.50,14.22
118.25,-43.50,14.15
118.50,-43.50,14.05
118.75,-43.50,13.95
119.00,-43.50,13.87
119.25,-43.50,13.82
119.50,-43.50,13.80
119.75,-43.50,13.79
120.00,-43.50,13.77
120.25,-43.50,13.74
120.50,-43.50,13.71
120.75,-43.50,13.67
121.00,-43.50,13.61
121.25,-43.50,13.53
121.50,-43.50,13.44
121.75,-43.50,13.34
122.00,-43.50,13.27
122.25,-43.50,13.25
122.50,-43.50,13.25
122.75,-43.50,13.24
123.00,-43.50,13.21
123.25,-43.50,13.14
123.50,-43.50,13.07
123.75,-43.50,12.98
124.00,-43.50,12.91
124.25,-43.50,12.85
124.50,-43.50,12.82
124.75,-43.50,12.82
125.00,-43.50,12.81
125.25,-43.50,12.76
125.50,-43.50,12.68
125.75,-43.50,12.57
126.00,-43.50,12.46
126.25,-43.50,12.35
126.50,-43.50,12.25
126.75,-43.50,12.18
127.00,-43.50,12.13
127.25,-43.50,12.08
127.50,-43.50,12.01
127.75,-43.50,11.91
128.00,-43.50,11.79
128.25,-43.50,11.68
128.50,-43.50,11.59
128.75,-43.50,11.56
129.00,-43.50,11.57
129.25,-43.50,11.61
129.50,-43.50,11.69
129.75,-43.50,11.77
130.00,-43.50,11.84
130.25,-43.50,11.88
130.50,-43.50,11.88
130.75,-43.50,11.87
131.00,-43.50,11.86
131.25,-43.50,11.85
131.50,-43.50,11.85
131.75,-43.50,11.87
132.00,-43.50,11.89
132.25,-43.50,11.91
132.50,-43.50,11.94
132.75,-43.50,11.96
133.00,-43.50,11.98
133.25,-43.50,11.99
133.50,-43.50,12.00
133.75,-43.50,12.01
134.00,-43.50,12.02
134.25,-43.50,12.03
134.50,-43.50,12.04
134.75,-43.50,12.06
135.00,-43.50,12.09
135.25,-43.50,12.13
135.50,-43.50,12.17
135.75,-43.50,12.20
136.00,-43.50,12.23
136.25,-43.50,12.26
136.50,-43.50,12.29
136.75,-43.50,12.33
137.00,-43.50,12.38
137.25,-43.50,12.45
137.50,-43.50,12.53
137.75,-43.50,12.59
138.00,-43.50,12.64
138.25,-43.50,12.65
138.50,-43.50,12.67
138.75,-43.50,12.71
139.00,-43.50,12.76
139.25,-43.50,12.80
139.50,-43.50,12.79
139.75,-43.50,12.74
140.00,-43.50,12.67
140.25,-43.50,12.61
140.50,-43.50,12.56
140.75,-43.50,12.50
141.00,-43.50,12.43
141.25,-43.50,12.36
141.50,-43.50,12.27
141.75,-43.50,12.16
142.00,-43.50,12.02
142.25,-43.50,11.83
142.50,-43.50,11.62
142.75,-43.50,11.41
143.00,-43.50,11.30
143.25,-43.50,11.40
143.50,-43.50,11.83
143.75,-43.50,12.64
144.00,-43.50,13.78
144.25,-43.50,15.11
144.50,-43.50,16.51
144.75,-43.50,18.01
145.00,-43.50,20.30
145.25,-43.50,24.74
145.50,-43.50,28.70
145.75,-43.50,30.28
146.00,-43.50,30.58
146.25,-43.50,30.33
146.50,-43.50,30.29
146.75,-43.50,30.52
147.00,-43.50,30.61
147.25,-43.50,30.47
147.50,-43.50,30.06
147.75,-43.50,29.38
148.00,-43.50,28.61
148.25,-43.50,27.83
148.50,-43.50,26.71
148.75,-43.50,25.26
149.00,-43.50,23.69
149.25,-43.50,22.09
149.50,-43.50,20.71
149.75,-43.50,19.83
150.00,-43.50,19.43
150.25,-43.50,19.20
